regime,M,trial,k,segment_i,delta_scale,delta_response_l2,amplification_ratio
bounded_[0.50,2.00],20,1,4,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,1,6,10,1e-06,9.17740961934047e-16,9.17740961934047e-10
bounded_[0.50,2.00],20,1,6,10,1e-05,6.781550649389119e-16,6.781550649389119e-11
bounded_[0.50,2.00],20,1,6,10,0.0001,5.228135746653218e-16,5.2281357466532175e-12
bounded_[0.50,2.00],20,1,6,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,1,8,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,1,8,10,1e-05,1.1945698600805739e-15,1.1945698600805738e-10
bounded_[0.50,2.00],20,1,8,10,0.0001,1.1945698600805739e-15,1.1945698600805737e-11
bounded_[0.50,2.00],20,1,8,10,0.001,1.1945698600805739e-15,1.1945698600805736e-12
bounded_[0.50,2.00],20,1,10,10,1e-06,7.833101027359348e-16,7.833101027359348e-10
bounded_[0.50,2.00],20,1,10,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,1,10,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,1,10,10,0.001,7.103841230487644e-16,7.103841230487644e-13
bounded_[0.50,2.00],20,1,12,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,1,12,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,1,12,10,0.0001,4.487817066779101e-16,4.487817066779101e-12
bounded_[0.50,2.00],20,1,12,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,2,2,10,1e-06,1.1102230246251565e-16,1.1102230246251565e-10
bounded_[0.50,2.00],20,2,2,10,1e-05,5.551115123125783e-16,5.5511151231257833e-11
bounded_[0.50,2.00],20,2,2,10,0.0001,3.7238012298709097e-16,3.7238012298709094e-12
bounded_[0.50,2.00],20,2,2,10,0.001,1.1102230246251565e-16,1.1102230246251568e-13
bounded_[0.50,2.00],20,2,4,10,1e-06,7.460969843700844e-16,7.460969843700844e-10
bounded_[0.50,2.00],20,2,4,10,1e-05,7.460969843700844e-16,7.460969843700843e-11
bounded_[0.50,2.00],20,2,4,10,0.0001,7.460969843700844e-16,7.460969843700845e-12
bounded_[0.50,2.00],20,2,4,10,0.001,7.460969843700844e-16,7.460969843700846e-13
bounded_[0.50,2.00],20,2,6,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,2,6,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,2,6,10,0.0001,1.4013956917101107e-15,1.4013956917101106e-11
bounded_[0.50,2.00],20,2,6,10,0.001,8.555001240543408e-16,8.555001240543408e-13
bounded_[0.50,2.00],20,2,8,10,1e-06,7.67040033362609e-15,7.670400333626088e-09
bounded_[0.50,2.00],20,2,8,10,1e-05,7.984919157964118e-15,7.984919157964117e-10
bounded_[0.50,2.00],20,2,8,10,0.0001,7.67040033362609e-15,7.67040033362609e-11
bounded_[0.50,2.00],20,2,8,10,0.001,1.5153653466737657e-14,1.5153653466737655e-11
bounded_[0.50,2.00],20,2,10,10,1e-06,1.2463505171197368e-14,1.2463505171197369e-08
bounded_[0.50,2.00],20,2,10,10,1e-05,4.228327890378078e-15,4.228327890378078e-10
bounded_[0.50,2.00],20,2,10,10,0.0001,1.5092743452280498e-14,1.5092743452280497e-10
bounded_[0.50,2.00],20,2,10,10,0.001,4.228327890378078e-15,4.228327890378078e-12
bounded_[0.50,2.00],20,2,12,10,1e-06,1.3727836570733019e-14,1.3727836570733016e-08
bounded_[0.50,2.00],20,2,12,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,2,12,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,2,12,10,0.001,1.4003728435621749e-14,1.4003728435621748e-11
bounded_[0.50,2.00],20,3,2,10,1e-06,4.1910000110727263e-16,4.1910000110727263e-10
bounded_[0.50,2.00],20,3,2,10,1e-05,2.0014830212433605e-16,2.0014830212433604e-11
bounded_[0.50,2.00],20,3,2,10,0.0001,4.1910000110727263e-16,4.191000011072726e-12
bounded_[0.50,2.00],20,3,2,10,0.001,3.1401849173675503e-16,3.14018491736755e-13
bounded_[0.50,2.00],20,3,4,10,1e-06,3.9984409029454624e-15,3.998440902945462e-09
bounded_[0.50,2.00],20,3,4,10,1e-05,1.0360119487761743e-15,1.0360119487761742e-10
bounded_[0.50,2.00],20,3,4,10,0.0001,2.5627355898248483e-15,2.5627355898248482e-11
bounded_[0.50,2.00],20,3,4,10,0.001,2.3703407828328997e-15,2.3703407828328998e-12
bounded_[0.50,2.00],20,3,6,10,1e-06,4.965068306494546e-16,4.965068306494547e-10
bounded_[0.50,2.00],20,3,6,10,1e-05,4.965068306494546e-16,4.965068306494547e-11
bounded_[0.50,2.00],20,3,6,10,0.0001,4.965068306494546e-16,4.965068306494546e-12
bounded_[0.50,2.00],20,3,6,10,0.001,3.846125676164195e-15,3.846125676164195e-12
bounded_[0.50,2.00],20,3,8,10,1e-06,2.864633583298495e-14,2.864633583298495e-08
bounded_[0.50,2.00],20,3,8,10,1e-05,2.864633583298495e-14,2.864633583298495e-09
bounded_[0.50,2.00],20,3,8,10,0.0001,2.864633583298495e-14,2.864633583298495e-10
bounded_[0.50,2.00],20,3,8,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,3,10,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,3,10,10,1e-05,4.311602431658252e-14,4.311602431658252e-09
bounded_[0.50,2.00],20,3,10,10,0.0001,2.6880297001033703e-14,2.6880297001033706e-10
bounded_[0.50,2.00],20,3,10,10,0.001,4.311602431658252e-14,4.311602431658252e-11
bounded_[0.50,2.00],20,3,12,10,1e-06,4.765964515615182e-15,4.765964515615181e-09
bounded_[0.50,2.00],20,3,12,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,3,12,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,3,12,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,4,2,10,1e-06,4.965068306494546e-16,4.965068306494546e-10
bounded_[0.50,2.00],20,4,2,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,4,2,10,0.0001,4.965068306494546e-16,4.965068306494547e-12
bounded_[0.50,2.00],20,4,2,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,4,4,10,1e-06,4.567604707310986e-14,4.5676047073109865e-08
bounded_[0.50,2.00],20,4,4,10,1e-05,9.930136612989092e-16,9.930136612989091e-11
bounded_[0.50,2.00],20,4,4,10,0.0001,4.5089390826695914e-14,4.5089390826695914e-10
bounded_[0.50,2.00],20,4,4,10,0.001,1.8092082742510227e-14,1.8092082742510226e-11
bounded_[0.50,2.00],20,4,6,10,1e-06,2.220446049250313e-15,2.220446049250313e-09
bounded_[0.50,2.00],20,4,6,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,4,6,10,0.0001,4.5171721796632716e-14,4.517172179663271e-10
bounded_[0.50,2.00],20,4,6,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,4,8,10,1e-06,3.236705951168483e-14,3.2367059511684825e-08
bounded_[0.50,2.00],20,4,8,10,1e-05,3.236705951168483e-14,3.236705951168483e-09
bounded_[0.50,2.00],20,4,8,10,0.0001,3.236705951168483e-14,3.236705951168483e-10
bounded_[0.50,2.00],20,4,8,10,0.001,3.236705951168483e-14,3.236705951168483e-11
bounded_[0.50,2.00],20,4,10,10,1e-06,7.602646849549963e-15,7.602646849549964e-09
bounded_[0.50,2.00],20,4,10,10,1e-05,7.602646849549963e-15,7.602646849549962e-10
bounded_[0.50,2.00],20,4,10,10,0.0001,1.4922074803802407e-14,1.4922074803802407e-10
bounded_[0.50,2.00],20,4,10,10,0.001,2.3971515482568004e-14,2.3971515482568004e-11
bounded_[0.50,2.00],20,4,12,10,1e-06,7.838186347998677e-15,7.838186347998676e-09
bounded_[0.50,2.00],20,4,12,10,1e-05,1.1102230246251565e-15,1.1102230246251564e-10
bounded_[0.50,2.00],20,4,12,10,0.0001,2.8098349811796047e-14,2.8098349811796044e-10
bounded_[0.50,2.00],20,4,12,10,0.001,7.838186347998677e-15,7.838186347998677e-12
bounded_[0.50,2.00],20,5,2,10,1e-06,8.005932084973442e-16,8.005932084973443e-10
bounded_[0.50,2.00],20,5,2,10,1e-05,4.577566798522237e-16,4.577566798522237e-11
bounded_[0.50,2.00],20,5,2,10,0.0001,9.992007221626409e-16,9.992007221626409e-12
bounded_[0.50,2.00],20,5,2,10,0.001,4.965068306494546e-16,4.965068306494546e-13
bounded_[0.50,2.00],20,5,4,10,1e-06,1.942357412092009e-15,1.942357412092009e-09
bounded_[0.50,2.00],20,5,4,10,1e-05,1.9372504515436e-15,1.9372504515435998e-10
bounded_[0.50,2.00],20,5,4,10,0.0001,1.942357412092009e-15,1.942357412092009e-11
bounded_[0.50,2.00],20,5,4,10,0.001,1.942357412092009e-15,1.942357412092009e-12
bounded_[0.50,2.00],20,5,6,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,5,6,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,5,6,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,5,6,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,5,8,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,5,8,10,1e-05,2.0564451370107627e-14,2.056445137010762e-09
bounded_[0.50,2.00],20,5,8,10,0.0001,2.0564451370107627e-14,2.056445137010763e-10
bounded_[0.50,2.00],20,5,8,10,0.001,1.092555672733247e-14,1.0925556727332471e-11
bounded_[0.50,2.00],20,5,10,10,1e-06,1.6050308076832566e-15,1.6050308076832566e-09
bounded_[0.50,2.00],20,5,10,10,1e-05,2.1788568821550755e-15,2.1788568821550754e-10
bounded_[0.50,2.00],20,5,10,10,0.0001,1.6050308076832566e-15,1.6050308076832564e-11
bounded_[0.50,2.00],20,5,10,10,0.001,2.1788568821550755e-15,2.178856882155075e-12
bounded_[0.50,2.00],20,5,12,10,1e-06,1.8428876629113903e-14,1.8428876629113905e-08
bounded_[0.50,2.00],20,5,12,10,1e-05,9.228634981876495e-15,9.228634981876493e-10
bounded_[0.50,2.00],20,5,12,10,0.0001,8.108619337311668e-15,8.108619337311669e-11
bounded_[0.50,2.00],20,5,12,10,0.001,1.8428876629113903e-14,1.8428876629113903e-11
bounded_[0.50,2.00],20,6,2,10,1e-06,4.9065389333867974e-18,4.9065389333867976e-12
bounded_[0.50,2.00],20,6,2,10,1e-05,1.1242293031246443e-16,1.1242293031246443e-11
bounded_[0.50,2.00],20,6,2,10,0.0001,1.1123893155135927e-16,1.1123893155135925e-12
bounded_[0.50,2.00],20,6,2,10,0.001,3.469446951953614e-18,3.469446951953614e-15
bounded_[0.50,2.00],20,6,4,10,1e-06,2.55034364131769e-17,2.5503436413176902e-11
bounded_[0.50,2.00],20,6,4,10,1e-05,2.2324535111383726e-16,2.2324535111383725e-11
bounded_[0.50,2.00],20,6,4,10,0.0001,2.2324535111383726e-16,2.2324535111383717e-12
bounded_[0.50,2.00],20,6,4,10,0.001,1.9341388838593902e-17,1.93413888385939e-14
bounded_[0.50,2.00],20,6,6,10,1e-06,6.479328976583351e-16,6.47932897658335e-10
bounded_[0.50,2.00],20,6,6,10,1e-05,3.066488701017938e-16,3.0664887010179386e-11
bounded_[0.50,2.00],20,6,6,10,0.0001,6.479328976583351e-16,6.4793289765833516e-12
bounded_[0.50,2.00],20,6,6,10,0.001,6.051404277061916e-16,6.051404277061916e-13
bounded_[0.50,2.00],20,6,8,10,1e-06,4.657344869160936e-16,4.657344869160936e-10
bounded_[0.50,2.00],20,6,8,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,6,8,10,0.0001,1.929231673274826e-16,1.929231673274826e-12
bounded_[0.50,2.00],20,6,8,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,6,10,10,1e-06,7.830432052565927e-16,7.830432052565927e-10
bounded_[0.50,2.00],20,6,10,10,1e-05,2.430499419837693e-15,2.4304994198376936e-10
bounded_[0.50,2.00],20,6,10,10,0.0001,4.614176948680201e-16,4.614176948680201e-12
bounded_[0.50,2.00],20,6,10,10,0.001,1.6640338899218028e-15,1.6640338899218028e-12
bounded_[0.50,2.00],20,6,12,10,1e-06,2.0495594526511326e-15,2.0495594526511324e-09
bounded_[0.50,2.00],20,6,12,10,1e-05,1.0656357035708133e-15,1.0656357035708132e-10
bounded_[0.50,2.00],20,6,12,10,0.0001,2.3259381701364923e-15,2.3259381701364926e-11
bounded_[0.50,2.00],20,6,12,10,0.001,2.0376326600984402e-15,2.0376326600984402e-12
bounded_[0.50,2.00],20,7,2,10,1e-06,2.2898349882893854e-16,2.289834988289386e-10
bounded_[0.50,2.00],20,7,2,10,1e-05,2.0816681711721685e-17,2.0816681711721685e-12
bounded_[0.50,2.00],20,7,2,10,0.0001,1.5218182408308987e-16,1.5218182408308987e-12
bounded_[0.50,2.00],20,7,2,10,0.001,6.546139416680338e-17,6.546139416680337e-14
bounded_[0.50,2.00],20,7,4,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,7,4,10,1e-05,1.154479326248999e-16,1.154479326248999e-11
bounded_[0.50,2.00],20,7,4,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,7,4,10,0.001,1.154479326248999e-16,1.1544793262489989e-13
bounded_[0.50,2.00],20,7,6,10,1e-06,5.551115123125783e-17,5.551115123125782e-11
bounded_[0.50,2.00],20,7,6,10,1e-05,1.4224658459741917e-15,1.4224658459741917e-10
bounded_[0.50,2.00],20,7,6,10,0.0001,3.7238012298709097e-16,3.7238012298709094e-12
bounded_[0.50,2.00],20,7,6,10,0.001,3.7238012298709097e-16,3.7238012298709096e-13
bounded_[0.50,2.00],20,7,8,10,1e-06,1.958207003236276e-15,1.9582070032362766e-09
bounded_[0.50,2.00],20,7,8,10,1e-05,1.4079629582335544e-15,1.4079629582335545e-10
bounded_[0.50,2.00],20,7,8,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,7,8,10,0.001,1.4079629582335544e-15,1.4079629582335548e-12
bounded_[0.50,2.00],20,7,10,10,1e-06,6.7873387581078625e-15,6.7873387581078625e-09
bounded_[0.50,2.00],20,7,10,10,1e-05,5.378945339147351e-15,5.378945339147349e-10
bounded_[0.50,2.00],20,7,10,10,0.0001,5.378945339147351e-15,5.3789453391473503e-11
bounded_[0.50,2.00],20,7,10,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,7,12,10,1e-06,4.036481979841323e-15,4.036481979841323e-09
bounded_[0.50,2.00],20,7,12,10,1e-05,7.496793305015486e-15,7.496793305015485e-10
bounded_[0.50,2.00],20,7,12,10,0.0001,4.036481979841323e-15,4.036481979841323e-11
bounded_[0.50,2.00],20,7,12,10,0.001,4.036481979841323e-15,4.036481979841323e-12
bounded_[0.50,2.00],20,8,2,10,1e-06,9.171947447016606e-16,9.171947447016609e-10
bounded_[0.50,2.00],20,8,2,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,8,2,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,8,2,10,0.001,1.1102230246251565e-16,1.1102230246251565e-13
bounded_[0.50,2.00],20,8,4,10,1e-06,2.3336151162411826e-15,2.3336151162411823e-09
bounded_[0.50,2.00],20,8,4,10,1e-05,2.8453188071332507e-15,2.8453188071332504e-10
bounded_[0.50,2.00],20,8,4,10,0.0001,5.551115123125783e-16,5.551115123125783e-12
bounded_[0.50,2.00],20,8,4,10,0.001,2.362487032521916e-15,2.3624870325219163e-12
bounded_[0.50,2.00],20,8,6,10,1e-06,5.436551415975414e-15,5.436551415975414e-09
bounded_[0.50,2.00],20,8,6,10,1e-05,2.1210781103223385e-15,2.1210781103223385e-10
bounded_[0.50,2.00],20,8,6,10,0.0001,4.965068306494546e-16,4.965068306494547e-12
bounded_[0.50,2.00],20,8,6,10,0.001,2.5146000066436358e-15,2.5146000066436358e-12
bounded_[0.50,2.00],20,8,8,10,1e-06,4.4741609092611915e-15,4.474160909261191e-09
bounded_[0.50,2.00],20,8,8,10,1e-05,1.4493248279337384e-14,1.4493248279337383e-09
bounded_[0.50,2.00],20,8,8,10,0.0001,1.0722537837147889e-14,1.072253783714789e-10
bounded_[0.50,2.00],20,8,8,10,0.001,5.8846566055339794e-15,5.8846566055339794e-12
bounded_[0.50,2.00],20,8,10,10,1e-06,3.2608076652828653e-15,3.2608076652828654e-09
bounded_[0.50,2.00],20,8,10,10,1e-05,8.955722603342377e-15,8.955722603342377e-10
bounded_[0.50,2.00],20,8,10,10,0.0001,1.5093094365671008e-14,1.5093094365671009e-10
bounded_[0.50,2.00],20,8,10,10,0.001,3.2608076652828653e-15,3.2608076652828654e-12
bounded_[0.50,2.00],20,8,12,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,8,12,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,8,12,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,8,12,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,9,2,10,1e-06,3.925231146709438e-17,3.925231146709438e-11
bounded_[0.50,2.00],20,9,2,10,1e-05,4.282483846487626e-16,4.2824838464876255e-11
bounded_[0.50,2.00],20,9,2,10,0.0001,2.4672134748494927e-16,2.4672134748494922e-12
bounded_[0.50,2.00],20,9,2,10,0.001,1.22614398128331e-16,1.2261439812833098e-13
bounded_[0.50,2.00],20,9,4,10,1e-06,1.5163061641651373e-15,1.5163061641651377e-09
bounded_[0.50,2.00],20,9,4,10,1e-05,6.803441113683367e-16,6.803441113683367e-11
bounded_[0.50,2.00],20,9,4,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,9,4,10,0.001,2.237726045655905e-16,2.2377260456559047e-13
bounded_[0.50,2.00],20,9,6,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,9,6,10,1e-05,1.2636250206185563e-14,1.2636250206185562e-09
bounded_[0.50,2.00],20,9,6,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,9,6,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,9,8,10,1e-06,1.1090080533908168e-15,1.109008053390817e-09
bounded_[0.50,2.00],20,9,8,10,1e-05,4.6638917361091185e-15,4.663891736109118e-10
bounded_[0.50,2.00],20,9,8,10,0.0001,4.6638917361091185e-15,4.6638917361091184e-11
bounded_[0.50,2.00],20,9,8,10,0.001,1.1090080533908168e-15,1.109008053390817e-12
bounded_[0.50,2.00],20,9,10,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,9,10,10,1e-05,5.228519867286552e-15,5.228519867286551e-10
bounded_[0.50,2.00],20,9,10,10,0.0001,6.658157061823143e-15,6.658157061823142e-11
bounded_[0.50,2.00],20,9,10,10,0.001,1.2742531941165595e-14,1.2742531941165595e-11
bounded_[0.50,2.00],20,9,12,10,1e-06,1.0808516157716245e-14,1.0808516157716243e-08
bounded_[0.50,2.00],20,9,12,10,1e-05,1.2506728280941348e-14,1.2506728280941347e-09
bounded_[0.50,2.00],20,9,12,10,0.0001,7.888445149402342e-15,7.888445149402342e-11
bounded_[0.50,2.00],20,9,12,10,0.001,1.2506728280941348e-14,1.2506728280941349e-11
bounded_[0.50,2.00],20,10,2,10,1e-06,4.236704743275018e-16,4.2367047432750184e-10
bounded_[0.50,2.00],20,10,2,10,1e-05,5.059210310009495e-16,5.0592103100094944e-11
bounded_[0.50,2.00],20,10,2,10,0.0001,3.1401849173675503e-16,3.1401849173675504e-12
bounded_[0.50,2.00],20,10,2,10,0.001,4.236704743275018e-16,4.236704743275018e-13
bounded_[0.50,2.00],20,10,4,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,10,4,10,1e-05,9.526531534381966e-16,9.526531534381965e-11
bounded_[0.50,2.00],20,10,4,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,10,4,10,0.001,1.631153252587015e-16,1.631153252587015e-13
bounded_[0.50,2.00],20,10,6,10,1e-06,2.1084307904694457e-15,2.1084307904694456e-09
bounded_[0.50,2.00],20,10,6,10,1e-05,5.24885014593286e-16,5.24885014593286e-11
bounded_[0.50,2.00],20,10,6,10,0.0001,1.6094644373830793e-16,1.6094644373830792e-12
bounded_[0.50,2.00],20,10,6,10,0.001,2.1084307904694457e-15,2.1084307904694457e-12
bounded_[0.50,2.00],20,10,8,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,10,8,10,1e-05,1.525121140893883e-15,1.5251211408938828e-10
bounded_[0.50,2.00],20,10,8,10,0.0001,1.525121140893883e-15,1.5251211408938828e-11
bounded_[0.50,2.00],20,10,8,10,0.001,7.894821641543635e-16,7.894821641543635e-13
bounded_[0.50,2.00],20,10,10,10,1e-06,9.42299812162227e-16,9.422998121622269e-10
bounded_[0.50,2.00],20,10,10,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,10,10,10,0.0001,1.0557513393102307e-15,1.0557513393102307e-11
bounded_[0.50,2.00],20,10,10,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,10,12,10,1e-06,1.4220511421436768e-15,1.4220511421436768e-09
bounded_[0.50,2.00],20,10,12,10,1e-05,4.965068306494546e-16,4.965068306494546e-11
bounded_[0.50,2.00],20,10,12,10,0.0001,1.4220511421436768e-15,1.4220511421436768e-11
bounded_[0.50,2.00],20,10,12,10,0.001,3.084156862188227e-15,3.0841568621882275e-12
bounded_[0.50,2.00],20,11,2,10,1e-06,5.578801654593729e-16,5.578801654593729e-10
bounded_[0.50,2.00],20,11,2,10,1e-05,4.041272810440265e-16,4.0412728104402643e-11
bounded_[0.50,2.00],20,11,2,10,0.0001,5.578801654593729e-16,5.5788016545937295e-12
bounded_[0.50,2.00],20,11,2,10,0.001,6.377745716588144e-16,6.377745716588144e-13
bounded_[0.50,2.00],20,11,4,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,11,4,10,1e-05,1.3092278833360675e-16,1.3092278833360676e-11
bounded_[0.50,2.00],20,11,4,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,11,4,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,11,6,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,11,6,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,11,6,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,11,6,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,11,8,10,1e-06,9.244013268314648e-16,9.244013268314649e-10
bounded_[0.50,2.00],20,11,8,10,1e-05,2.0829343149534084e-15,2.0829343149534083e-10
bounded_[0.50,2.00],20,11,8,10,0.0001,1.3223020015873057e-15,1.3223020015873055e-11
bounded_[0.50,2.00],20,11,8,10,0.001,1.14292345406103e-15,1.1429234540610298e-12
bounded_[0.50,2.00],20,11,10,10,1e-06,2.327510235384804e-15,2.3275102353848043e-09
bounded_[0.50,2.00],20,11,10,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,11,10,10,0.0001,1.1328903156334414e-15,1.1328903156334412e-11
bounded_[0.50,2.00],20,11,10,10,0.001,2.4870395071166522e-15,2.487039507116652e-12
bounded_[0.50,2.00],20,11,12,10,1e-06,4.70209558015948e-15,4.70209558015948e-09
bounded_[0.50,2.00],20,11,12,10,1e-05,2.7987321287627218e-15,2.7987321287627213e-10
bounded_[0.50,2.00],20,11,12,10,0.0001,2.8699458591218787e-15,2.8699458591218786e-11
bounded_[0.50,2.00],20,11,12,10,0.001,7.374885674655683e-16,7.374885674655683e-13
bounded_[0.50,2.00],20,12,2,10,1e-06,2.7511642410880956e-16,2.7511642410880954e-10
bounded_[0.50,2.00],20,12,2,10,1e-05,6.004449063730082e-16,6.004449063730081e-11
bounded_[0.50,2.00],20,12,2,10,0.0001,2.3714374201337736e-16,2.371437420133774e-12
bounded_[0.50,2.00],20,12,2,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,12,4,10,1e-06,0.0,0.0
bounded_[0.50,2.00],20,12,4,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,12,4,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,12,4,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,12,6,10,1e-06,1.665367288556304e-15,1.665367288556304e-09
bounded_[0.50,2.00],20,12,6,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,12,6,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,12,6,10,0.001,8.716818249919172e-16,8.716818249919173e-13
bounded_[0.50,2.00],20,12,8,10,1e-06,3.912595637967058e-15,3.912595637967058e-09
bounded_[0.50,2.00],20,12,8,10,1e-05,5.560501257550026e-15,5.560501257550026e-10
bounded_[0.50,2.00],20,12,8,10,0.0001,1.721343999276883e-15,1.721343999276883e-11
bounded_[0.50,2.00],20,12,8,10,0.001,1.7048095905677285e-15,1.7048095905677288e-12
bounded_[0.50,2.00],20,12,10,10,1e-06,8.870888227374829e-15,8.870888227374829e-09
bounded_[0.50,2.00],20,12,10,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,12,10,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,12,10,10,0.001,8.870888227374829e-15,8.87088822737483e-12
bounded_[0.50,2.00],20,12,12,10,1e-06,6.782030495168323e-15,6.782030495168324e-09
bounded_[0.50,2.00],20,12,12,10,1e-05,6.782030495168323e-15,6.782030495168323e-10
bounded_[0.50,2.00],20,12,12,10,0.0001,7.346870751853997e-15,7.346870751853997e-11
bounded_[0.50,2.00],20,12,12,10,0.001,8.613572861724694e-15,8.613572861724693e-12
bounded_[0.50,2.00],20,13,2,10,1e-06,1.3969080927724442e-15,1.396908092772444e-09
bounded_[0.50,2.00],20,13,2,10,1e-05,7.850462293418876e-17,7.850462293418874e-12
bounded_[0.50,2.00],20,13,2,10,0.0001,4.685680459230494e-16,4.685680459230493e-12
bounded_[0.50,2.00],20,13,2,10,0.001,6.961062950497062e-16,6.961062950497062e-13
bounded_[0.50,2.00],20,13,4,10,1e-06,3.0794914777308576e-16,3.0794914777308575e-10
bounded_[0.50,2.00],20,13,4,10,1e-05,7.244637293976615e-16,7.244637293976614e-11
bounded_[0.50,2.00],20,13,4,10,0.0001,1.3758567091414788e-15,1.3758567091414787e-11
bounded_[0.50,2.00],20,13,4,10,0.001,1.2465355990263983e-15,1.2465355990263983e-12
bounded_[0.50,2.00],20,13,6,10,1e-06,2.600389402857779e-15,2.6003894028577797e-09
bounded_[0.50,2.00],20,13,6,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,13,6,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,13,6,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,13,8,10,1e-06,4.628331960112718e-16,4.6283319601127184e-10
bounded_[0.50,2.00],20,13,8,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,13,8,10,0.0001,4.628331960112718e-16,4.628331960112718e-12
bounded_[0.50,2.00],20,13,8,10,0.001,4.628331960112718e-16,4.62833196011272e-13
bounded_[0.50,2.00],20,13,10,10,1e-06,1.7535034187603015e-15,1.7535034187603012e-09
bounded_[0.50,2.00],20,13,10,10,1e-05,0.0,0.0
bounded_[0.50,2.00],20,13,10,10,0.0001,0.0,0.0
bounded_[0.50,2.00],20,13,10,10,0.001,0.0,0.0
bounded_[0.50,2.00],20,13,12,10,1e-06,3.36040654182132e-15,3.3604065418213196e-09
bounded_[0.50,2.00],20,13,12,10,1e-05,3.36040654182132e-15,3.36040654182132e-10
bounded_[0.50,2.00],20,13,12,10,0.0001,5.267485478229908e-15,5.267485478229908e-11
bounded_[0.50,2.00],20,13,12,10,0.001,2.2223324373628142e-15,2.222332437362814e-12
bounded_[0.50,2.00],20,14,2,10,1e-06,3.0609882684263757e-16,3.0609882684263766e-10
bounded_[0.50,2.00],20,14,2,10,1e-05,1.2398116134574891e-16,1.239811613457489e-11
bounded_[0.50,2.00],20,14,2,10,0.0001,5.303149254255872e-16,5.303149254255872e-12
