regime,M,trial,k,segment_i,delta_scale,delta_response_l2,amplification_ratio
uniform_h=1.00,20,13,4,10,1e-05,0.0,0.0
uniform_h=1.00,20,13,4,10,0.0001,6.482599194233999e-15,6.482599194233999e-11
uniform_h=1.00,20,13,4,10,0.001,6.482599194233999e-15,6.482599194233997e-12
uniform_h=1.00,20,13,6,10,1e-06,1.2852062243028374e-14,1.2852062243028374e-08
uniform_h=1.00,20,13,6,10,1e-05,1.094770118258501e-14,1.094770118258501e-09
uniform_h=1.00,20,13,6,10,0.0001,0.0,0.0
uniform_h=1.00,20,13,6,10,0.001,0.0,0.0
uniform_h=1.00,20,13,8,10,1e-06,6.2803698347351005e-15,6.280369834735101e-09
uniform_h=1.00,20,13,8,10,1e-05,8.308148362110449e-16,8.308148362110448e-11
uniform_h=1.00,20,13,8,10,0.0001,6.2803698347351005e-15,6.2803698347351e-11
uniform_h=1.00,20,13,8,10,0.001,8.308148362110449e-16,8.30814836211045e-13
uniform_h=1.00,20,13,10,10,1e-06,3.642760692809324e-15,3.642760692809324e-09
uniform_h=1.00,20,13,10,10,1e-05,5.604775310854124e-15,5.604775310854123e-10
uniform_h=1.00,20,13,10,10,0.0001,5.879536538371369e-15,5.879536538371369e-11
uniform_h=1.00,20,13,10,10,0.001,3.642760692809324e-15,3.6427606928093235e-12
uniform_h=1.00,20,13,12,10,1e-06,1.3943696509131812e-14,1.3943696509131812e-08
uniform_h=1.00,20,13,12,10,1e-05,1.0629053761963253e-14,1.0629053761963254e-09
uniform_h=1.00,20,13,12,10,0.0001,1.0629053761963253e-14,1.062905376196325e-10
uniform_h=1.00,20,13,12,10,0.001,4.412176319897719e-15,4.412176319897718e-12
uniform_h=1.00,20,14,2,10,1e-06,5.551115123125783e-17,5.551115123125783e-11
uniform_h=1.00,20,14,2,10,1e-05,3.554447978966673e-16,3.5544479789666726e-11
uniform_h=1.00,20,14,2,10,0.0001,2.482534153247273e-16,2.4825341532472735e-12
uniform_h=1.00,20,14,2,10,0.001,1.1102230246251565e-16,1.1102230246251565e-13
uniform_h=1.00,20,14,4,10,1e-06,0.0,0.0
uniform_h=1.00,20,14,4,10,1e-05,0.0,0.0
uniform_h=1.00,20,14,4,10,0.0001,2.0223989277328975e-15,2.0223989277328974e-11
uniform_h=1.00,20,14,4,10,0.001,2.0223989277328975e-15,2.0223989277328974e-12
uniform_h=1.00,20,14,6,10,1e-06,0.0,0.0
uniform_h=1.00,20,14,6,10,1e-05,0.0,0.0
uniform_h=1.00,20,14,6,10,0.0001,0.0,0.0
uniform_h=1.00,20,14,6,10,0.001,0.0,0.0
uniform_h=1.00,20,14,8,10,1e-06,6.399285570632972e-15,6.399285570632972e-09
uniform_h=1.00,20,14,8,10,1e-05,6.479366581675305e-15,6.479366581675304e-10
uniform_h=1.00,20,14,8,10,0.0001,5.321131859238016e-15,5.3211318592380156e-11
uniform_h=1.00,20,14,8,10,0.001,3.963244484943993e-15,3.963244484943994e-12
uniform_h=1.00,20,14,10,10,1e-06,3.4223874049828743e-15,3.4223874049828746e-09
uniform_h=1.00,20,14,10,10,1e-05,3.4223874049828743e-15,3.422387404982874e-10
uniform_h=1.00,20,14,10,10,0.0001,3.238015937237579e-14,3.238015937237579e-10
uniform_h=1.00,20,14,10,10,0.001,1.7095767361092843e-14,1.7095767361092843e-11
uniform_h=1.00,20,14,12,10,1e-06,8.015933253251316e-15,8.015933253251316e-09
uniform_h=1.00,20,14,12,10,1e-05,8.811783302763735e-15,8.811783302763734e-10
uniform_h=1.00,20,14,12,10,0.0001,6.307313336457702e-15,6.307313336457703e-11
uniform_h=1.00,20,14,12,10,0.001,6.000342052946044e-15,6.000342052946044e-12
uniform_h=1.00,20,15,2,10,1e-06,1.734723475976807e-17,1.734723475976807e-11
uniform_h=1.00,20,15,2,10,1e-05,0.0,0.0
uniform_h=1.00,20,15,2,10,0.0001,1.734723475976807e-17,1.734723475976807e-13
uniform_h=1.00,20,15,2,10,0.001,6.736447455048117e-17,6.736447455048117e-14
uniform_h=1.00,20,15,4,10,1e-06,4.7704895589362195e-18,4.770489558936219e-12
uniform_h=1.00,20,15,4,10,1e-05,8.006148506401405e-17,8.006148506401405e-12
uniform_h=1.00,20,15,4,10,0.0001,7.949745620556917e-17,7.949745620556918e-13
uniform_h=1.00,20,15,4,10,0.001,1.1713900100798436e-17,1.1713900100798436e-14
uniform_h=1.00,20,15,6,10,1e-06,9.354519465780406e-16,9.354519465780406e-10
uniform_h=1.00,20,15,6,10,1e-05,5.929101113671723e-16,5.929101113671722e-11
uniform_h=1.00,20,15,6,10,0.0001,5.929938498198696e-16,5.929938498198695e-12
uniform_h=1.00,20,15,6,10,0.001,4.4279390147796905e-16,4.4279390147796895e-13
uniform_h=1.00,20,15,8,10,1e-06,5.587964113126829e-16,5.587964113126828e-10
uniform_h=1.00,20,15,8,10,1e-05,1.3719644916280078e-15,1.3719644916280076e-10
uniform_h=1.00,20,15,8,10,0.0001,4.203367787129294e-16,4.203367787129294e-12
uniform_h=1.00,20,15,8,10,0.001,1.8254204256400027e-16,1.8254204256400025e-13
uniform_h=1.00,20,15,10,10,1e-06,3.86724920197091e-15,3.86724920197091e-09
uniform_h=1.00,20,15,10,10,1e-05,5.700815506535609e-15,5.700815506535608e-10
uniform_h=1.00,20,15,10,10,0.0001,5.120833477209294e-15,5.120833477209294e-11
uniform_h=1.00,20,15,10,10,0.001,6.639422898234372e-15,6.639422898234372e-12
uniform_h=1.00,20,15,12,10,1e-06,1.1867385174904026e-15,1.1867385174904025e-09
uniform_h=1.00,20,15,12,10,1e-05,8.135464722133739e-16,8.135464722133739e-11
uniform_h=1.00,20,15,12,10,0.0001,1.4988372228806716e-15,1.4988372228806715e-11
uniform_h=1.00,20,15,12,10,0.001,6.807546495384211e-17,6.80754649538421e-14
uniform_h=1.00,20,16,2,10,1e-06,7.850462293418876e-17,7.850462293418876e-11
uniform_h=1.00,20,16,2,10,1e-05,0.0,0.0
uniform_h=1.00,20,16,2,10,0.0001,0.0,0.0
uniform_h=1.00,20,16,2,10,0.001,3.925231146709438e-17,3.925231146709438e-14
uniform_h=1.00,20,16,4,10,1e-06,1.761918933750692e-15,1.7619189337506925e-09
uniform_h=1.00,20,16,4,10,1e-05,3.236828524569469e-16,3.236828524569469e-11
uniform_h=1.00,20,16,4,10,0.0001,1.8411783261475098e-16,1.84117832614751e-12
uniform_h=1.00,20,16,4,10,0.001,1.761918933750692e-15,1.761918933750692e-12
uniform_h=1.00,20,16,6,10,1e-06,1.3329179921125024e-16,1.3329179921125022e-10
uniform_h=1.00,20,16,6,10,1e-05,1.6977265046860189e-15,1.6977265046860187e-10
uniform_h=1.00,20,16,6,10,0.0001,2.1238742066533163e-15,2.123874206653316e-11
uniform_h=1.00,20,16,6,10,0.001,1.273119515543337e-15,1.2731195155433369e-12
uniform_h=1.00,20,16,8,10,1e-06,8.56118075330924e-15,8.56118075330924e-09
uniform_h=1.00,20,16,8,10,1e-05,8.052830772713397e-15,8.052830772713396e-10
uniform_h=1.00,20,16,8,10,0.0001,7.231289639289092e-15,7.231289639289091e-11
uniform_h=1.00,20,16,8,10,0.001,6.27153568470295e-15,6.27153568470295e-12
uniform_h=1.00,20,16,10,10,1e-06,4.918300529807393e-16,4.918300529807393e-10
uniform_h=1.00,20,16,10,10,1e-05,6.194749753936266e-15,6.194749753936267e-10
uniform_h=1.00,20,16,10,10,0.0001,1.9748682067118735e-15,1.9748682067118735e-11
uniform_h=1.00,20,16,10,10,0.001,5.850422755298771e-15,5.850422755298771e-12
uniform_h=1.00,20,16,12,10,1e-06,1.7994225659228658e-15,1.7994225659228659e-09
uniform_h=1.00,20,16,12,10,1e-05,9.348727232960258e-16,9.348727232960257e-11
uniform_h=1.00,20,16,12,10,0.0001,2.480477452696134e-15,2.4804774526961346e-11
uniform_h=1.00,20,16,12,10,0.001,4.7215081389617715e-16,4.721508138961771e-13
uniform_h=1.00,20,17,2,10,1e-06,2.7755575615628914e-17,2.7755575615628914e-11
uniform_h=1.00,20,17,2,10,1e-05,1.5700924586837752e-16,1.5700924586837752e-11
uniform_h=1.00,20,17,2,10,0.0001,1.3877787807814457e-16,1.3877787807814457e-12
uniform_h=1.00,20,17,2,10,0.001,1.3877787807814457e-16,1.3877787807814454e-13
uniform_h=1.00,20,17,4,10,1e-06,1.624664622939552e-15,1.624664622939552e-09
uniform_h=1.00,20,17,4,10,1e-05,0.0,0.0
uniform_h=1.00,20,17,4,10,0.0001,1.624664622939552e-15,1.624664622939552e-11
uniform_h=1.00,20,17,4,10,0.001,0.0,0.0
uniform_h=1.00,20,17,6,10,1e-06,0.0,0.0
uniform_h=1.00,20,17,6,10,1e-05,9.919463738466102e-16,9.919463738466099e-11
uniform_h=1.00,20,17,6,10,0.0001,0.0,0.0
uniform_h=1.00,20,17,6,10,0.001,0.0,0.0
uniform_h=1.00,20,17,8,10,1e-06,1.1050904738973434e-14,1.1050904738973434e-08
uniform_h=1.00,20,17,8,10,1e-05,1.1050904738973434e-14,1.1050904738973433e-09
uniform_h=1.00,20,17,8,10,0.0001,3.5457815744144612e-15,3.545781574414461e-11
uniform_h=1.00,20,17,8,10,0.001,1.1050904738973434e-14,1.1050904738973434e-11
uniform_h=1.00,20,17,10,10,1e-06,5.00205220679596e-15,5.00205220679596e-09
uniform_h=1.00,20,17,10,10,1e-05,2.5991507201251543e-15,2.599150720125154e-10
uniform_h=1.00,20,17,10,10,0.0001,3.940198221276254e-15,3.940198221276253e-11
uniform_h=1.00,20,17,10,10,0.001,5.792243504654697e-15,5.792243504654697e-12
uniform_h=1.00,20,17,12,10,1e-06,1.1407951509873582e-14,1.1407951509873583e-08
uniform_h=1.00,20,17,12,10,1e-05,1.1652229398731146e-14,1.1652229398731147e-09
uniform_h=1.00,20,17,12,10,0.0001,3.591975247678663e-15,3.591975247678663e-11
uniform_h=1.00,20,17,12,10,0.001,1.0781358179612929e-14,1.0781358179612928e-11
uniform_h=1.00,20,18,2,10,1e-06,1.2412670766236366e-16,1.2412670766236367e-10
uniform_h=1.00,20,18,2,10,1e-05,1.5700924586837752e-16,1.570092458683775e-11
uniform_h=1.00,20,18,2,10,0.0001,1.5700924586837752e-16,1.570092458683775e-12
uniform_h=1.00,20,18,2,10,0.001,6.206335383118183e-17,6.206335383118181e-14
uniform_h=1.00,20,18,4,10,1e-06,1.034826167686106e-15,1.034826167686106e-09
uniform_h=1.00,20,18,4,10,1e-05,1.2035380958805551e-15,1.203538095880555e-10
uniform_h=1.00,20,18,4,10,0.0001,0.0,0.0
uniform_h=1.00,20,18,4,10,0.001,1.594436429147036e-16,1.594436429147036e-13
uniform_h=1.00,20,18,6,10,1e-06,2.394752929928654e-15,2.394752929928654e-09
uniform_h=1.00,20,18,6,10,1e-05,0.0,0.0
uniform_h=1.00,20,18,6,10,0.0001,6.280875801181477e-15,6.280875801181477e-11
uniform_h=1.00,20,18,6,10,0.001,3.3275740456472992e-15,3.3275740456472993e-12
uniform_h=1.00,20,18,8,10,1e-06,1.2831634051576433e-14,1.2831634051576433e-08
uniform_h=1.00,20,18,8,10,1e-05,8.25017852670813e-15,8.250178526708132e-10
uniform_h=1.00,20,18,8,10,0.0001,2.2867735203226473e-15,2.2867735203226472e-11
uniform_h=1.00,20,18,8,10,0.001,2.2867735203226473e-15,2.2867735203226474e-12
uniform_h=1.00,20,18,10,10,1e-06,0.0,0.0
uniform_h=1.00,20,18,10,10,1e-05,0.0,0.0
uniform_h=1.00,20,18,10,10,0.0001,4.3714811311714375e-15,4.3714811311714375e-11
uniform_h=1.00,20,18,10,10,0.001,4.986902478907334e-15,4.986902478907334e-12
uniform_h=1.00,20,18,12,10,1e-06,9.044442960066886e-15,9.044442960066887e-09
uniform_h=1.00,20,18,12,10,1e-05,4.284080064381688e-15,4.284080064381687e-10
uniform_h=1.00,20,18,12,10,0.0001,1.6306093588326173e-14,1.6306093588326173e-10
uniform_h=1.00,20,18,12,10,0.001,1.4936297533291576e-14,1.4936297533291574e-11
uniform_h=1.00,20,19,2,10,1e-06,1.1443916996305594e-16,1.1443916996305594e-10
uniform_h=1.00,20,19,2,10,1e-05,1.1443916996305594e-16,1.144391699630559e-11
uniform_h=1.00,20,19,2,10,0.0001,1.1443916996305594e-16,1.1443916996305594e-12
uniform_h=1.00,20,19,2,10,0.001,0.0,0.0
uniform_h=1.00,20,19,4,10,1e-06,8.326672684688674e-17,8.326672684688674e-11
uniform_h=1.00,20,19,4,10,1e-05,8.326672684688674e-17,8.326672684688674e-12
uniform_h=1.00,20,19,4,10,0.0001,0.0,0.0
uniform_h=1.00,20,19,4,10,0.001,8.326672684688674e-17,8.326672684688672e-14
uniform_h=1.00,20,19,6,10,1e-06,9.876230340555388e-16,9.876230340555387e-10
uniform_h=1.00,20,19,6,10,1e-05,6.194784729765104e-16,6.194784729765104e-11
uniform_h=1.00,20,19,6,10,0.0001,9.876230340555388e-16,9.876230340555385e-12
uniform_h=1.00,20,19,6,10,0.001,0.0,0.0
uniform_h=1.00,20,19,8,10,1e-06,0.0,0.0
uniform_h=1.00,20,19,8,10,1e-05,4.411576086901269e-15,4.4115760869012683e-10
uniform_h=1.00,20,19,8,10,0.0001,0.0,0.0
uniform_h=1.00,20,19,8,10,0.001,0.0,0.0
uniform_h=1.00,20,19,10,10,1e-06,1.1569032002946096e-14,1.1569032002946094e-08
uniform_h=1.00,20,19,10,10,1e-05,1.1569032002946096e-14,1.1569032002946095e-09
uniform_h=1.00,20,19,10,10,0.0001,1.0504128669572702e-14,1.0504128669572702e-10
uniform_h=1.00,20,19,10,10,0.001,1.0504128669572702e-14,1.0504128669572699e-11
uniform_h=1.00,20,19,12,10,1e-06,3.6909697986596355e-15,3.6909697986596358e-09
uniform_h=1.00,20,19,12,10,1e-05,1.3352458566750447e-15,1.3352458566750446e-10
uniform_h=1.00,20,19,12,10,0.0001,1.790718670647276e-15,1.790718670647276e-11
uniform_h=1.00,20,19,12,10,0.001,1.1814880548240293e-15,1.1814880548240294e-12
uniform_h=1.00,40,0,2,20,1e-06,1.0408340855860843e-17,1.0408340855860843e-11
uniform_h=1.00,40,0,2,20,1e-05,1.0408340855860843e-16,1.0408340855860841e-11
uniform_h=1.00,40,0,2,20,0.0001,1.1064218096644412e-16,1.106421809664441e-12
uniform_h=1.00,40,0,2,20,0.001,6.546139416680338e-17,6.546139416680337e-14
uniform_h=1.00,40,0,4,20,1e-06,2.031330821370476e-16,2.0313308213704765e-10
uniform_h=1.00,40,0,4,20,1e-05,6.741632925838275e-16,6.741632925838274e-11
uniform_h=1.00,40,0,4,20,0.0001,7.553540595576731e-16,7.55354059557673e-12
uniform_h=1.00,40,0,4,20,0.001,3.8448297789872673e-16,3.844829778987267e-13
uniform_h=1.00,40,0,6,20,1e-06,1.3327373676801923e-15,1.3327373676801924e-09
uniform_h=1.00,40,0,6,20,1e-05,1.8713156124454505e-15,1.8713156124454503e-10
uniform_h=1.00,40,0,6,20,0.0001,9.82337619474702e-16,9.823376194747019e-12
uniform_h=1.00,40,0,6,20,0.001,1.3120198871561785e-15,1.3120198871561785e-12
uniform_h=1.00,40,0,8,20,1e-06,0.0,0.0
uniform_h=1.00,40,0,8,20,1e-05,0.0,0.0
uniform_h=1.00,40,0,8,20,0.0001,5.071092543272166e-16,5.071092543272165e-12
uniform_h=1.00,40,0,8,20,0.001,1.3597399555105182e-16,1.3597399555105182e-13
uniform_h=1.00,40,0,10,20,1e-06,0.0,0.0
uniform_h=1.00,40,0,10,20,1e-05,2.2770252856596667e-15,2.2770252856596668e-10
uniform_h=1.00,40,0,10,20,0.0001,4.3709524189038457e-16,4.370952418903845e-12
uniform_h=1.00,40,0,10,20,0.001,2.2770252856596667e-15,2.277025285659667e-12
uniform_h=1.00,40,0,12,20,1e-06,1.2693408725474635e-14,1.2693408725474636e-08
uniform_h=1.00,40,0,12,20,1e-05,3.689182217578646e-15,3.689182217578645e-10
uniform_h=1.00,40,0,12,20,0.0001,3.636867522410658e-15,3.6368675224106574e-11
uniform_h=1.00,40,0,12,20,0.001,5.666820942664022e-15,5.666820942664022e-12
uniform_h=1.00,40,1,2,20,1e-06,2.7755575615628914e-17,2.7755575615628914e-11
uniform_h=1.00,40,1,2,20,1e-05,2.7755575615628914e-17,2.775557561562891e-12
uniform_h=1.00,40,1,2,20,0.0001,1.3877787807814457e-17,1.3877787807814454e-13
uniform_h=1.00,40,1,2,20,0.001,1.3877787807814457e-17,1.3877787807814457e-14
uniform_h=1.00,40,1,4,20,1e-06,6.12134363183566e-16,6.12134363183566e-10
uniform_h=1.00,40,1,4,20,1e-05,2.3603078804880286e-16,2.3603078804880283e-11
uniform_h=1.00,40,1,4,20,0.0001,0.0,0.0
uniform_h=1.00,40,1,4,20,0.001,5.062250359379067e-16,5.062250359379067e-13
uniform_h=1.00,40,1,6,20,1e-06,7.772800161809615e-16,7.772800161809616e-10
uniform_h=1.00,40,1,6,20,1e-05,0.0,0.0
uniform_h=1.00,40,1,6,20,0.0001,7.772800161809615e-16,7.772800161809614e-12
uniform_h=1.00,40,1,6,20,0.001,0.0,0.0
uniform_h=1.00,40,1,8,20,1e-06,2.3284331914421423e-15,2.3284331914421426e-09
uniform_h=1.00,40,1,8,20,1e-05,0.0,0.0
uniform_h=1.00,40,1,8,20,0.0001,2.3551386880256624e-16,2.3551386880256624e-12
uniform_h=1.00,40,1,8,20,0.001,0.0,0.0
uniform_h=1.00,40,1,10,20,1e-06,5.558942964651374e-16,5.558942964651375e-10
uniform_h=1.00,40,1,10,20,1e-05,4.824153393652534e-16,4.8241533936525346e-11
uniform_h=1.00,40,1,10,20,0.0001,3.5247275959736398e-15,3.524727595973639e-11
uniform_h=1.00,40,1,10,20,0.001,2.545323525823521e-15,2.5453235258235204e-12
uniform_h=1.00,40,1,12,20,1e-06,6.506777567349881e-15,6.506777567349881e-09
uniform_h=1.00,40,1,12,20,1e-05,7.733251915997301e-15,7.7332519159973e-10
uniform_h=1.00,40,1,12,20,0.0001,4.355794964450052e-15,4.355794964450052e-11
uniform_h=1.00,40,1,12,20,0.001,5.398899809314144e-15,5.398899809314144e-12
uniform_h=1.00,40,2,2,20,1e-06,2.7755575615628914e-17,2.7755575615628914e-11
uniform_h=1.00,40,2,2,20,1e-05,4.163336342344337e-17,4.163336342344336e-12
uniform_h=1.00,40,2,2,20,0.0001,5.551115123125783e-17,5.551115123125783e-13
uniform_h=1.00,40,2,2,20,0.001,2.7755575615628914e-17,2.7755575615628914e-14
uniform_h=1.00,40,2,4,20,1e-06,9.807821095587096e-16,9.807821095587096e-10
uniform_h=1.00,40,2,4,20,1e-05,1.1326579509569367e-15,1.1326579509569368e-10
uniform_h=1.00,40,2,4,20,0.0001,1.2464329954190728e-15,1.2464329954190728e-11
uniform_h=1.00,40,2,4,20,0.001,1.2338961540371776e-15,1.2338961540371778e-12
uniform_h=1.00,40,2,6,20,1e-06,2.7306288792496873e-15,2.7306288792496873e-09
uniform_h=1.00,40,2,6,20,1e-05,4.092259742849234e-15,4.0922597428492335e-10
uniform_h=1.00,40,2,6,20,0.0001,2.7755575615628914e-16,2.7755575615628918e-12
uniform_h=1.00,40,2,6,20,0.001,3.977864290281793e-15,3.977864290281793e-12
uniform_h=1.00,40,2,8,20,1e-06,3.140478146042728e-15,3.140478146042728e-09
uniform_h=1.00,40,2,8,20,1e-05,1.9198185570746004e-15,1.9198185570746003e-10
uniform_h=1.00,40,2,8,20,0.0001,5.8191148386388985e-15,5.819114838638898e-11
uniform_h=1.00,40,2,8,20,0.001,1.9198185570746004e-15,1.9198185570746005e-12
uniform_h=1.00,40,2,10,20,1e-06,1.171015648150736e-14,1.1710156481507364e-08
uniform_h=1.00,40,2,10,20,1e-05,2.7573548336258146e-15,2.7573548336258147e-10
uniform_h=1.00,40,2,10,20,0.0001,3.368990201576646e-15,3.368990201576646e-11
uniform_h=1.00,40,2,10,20,0.001,7.15889420176902e-15,7.158894201769019e-12
uniform_h=1.00,40,2,12,20,1e-06,7.494326654422849e-16,7.494326654422847e-10
uniform_h=1.00,40,2,12,20,1e-05,1.0580175042686683e-14,1.058017504268668e-09
uniform_h=1.00,40,2,12,20,0.0001,9.391010414415601e-15,9.391010414415601e-11
uniform_h=1.00,40,2,12,20,0.001,1.0517235160561255e-14,1.0517235160561254e-11
uniform_h=1.00,40,3,2,20,1e-06,0.0,0.0
uniform_h=1.00,40,3,2,20,1e-05,1.4752290795525882e-16,1.4752290795525875e-11
uniform_h=1.00,40,3,2,20,0.0001,4.163336342344337e-17,4.163336342344337e-13
uniform_h=1.00,40,3,2,20,0.001,0.0,0.0
uniform_h=1.00,40,3,4,20,1e-06,0.0,0.0
uniform_h=1.00,40,3,4,20,1e-05,5.305560363428967e-16,5.3055603634289665e-11
uniform_h=1.00,40,3,4,20,0.0001,4.94469226247193e-16,4.94469226247193e-12
uniform_h=1.00,40,3,4,20,0.001,4.0924770346182153e-16,4.0924770346182153e-13
uniform_h=1.00,40,3,6,20,1e-06,2.489209111825155e-15,2.489209111825155e-09
uniform_h=1.00,40,3,6,20,1e-05,2.1412222477878834e-15,2.1412222477878837e-10
uniform_h=1.00,40,3,6,20,0.0001,4.938578289198686e-15,4.9385782891986864e-11
uniform_h=1.00,40,3,6,20,0.001,0.0,0.0
uniform_h=1.00,40,3,8,20,1e-06,5.141089429133872e-15,5.141089429133871e-09
uniform_h=1.00,40,3,8,20,1e-05,7.54320722262953e-15,7.54320722262953e-10
uniform_h=1.00,40,3,8,20,0.0001,1.882730480617103e-15,1.882730480617103e-11
uniform_h=1.00,40,3,8,20,0.001,1.4013860286708358e-15,1.4013860286708358e-12
uniform_h=1.00,40,3,10,20,1e-06,2.894076145360666e-15,2.8940761453606653e-09
uniform_h=1.00,40,3,10,20,1e-05,2.383517631191781e-15,2.383517631191781e-10
uniform_h=1.00,40,3,10,20,0.0001,1.3847396870461038e-15,1.3847396870461037e-11
uniform_h=1.00,40,3,10,20,0.001,5.1709613202860675e-15,5.170961320286067e-12
uniform_h=1.00,40,3,12,20,1e-06,6.373429765620514e-15,6.373429765620514e-09
uniform_h=1.00,40,3,12,20,1e-05,8.171910928658027e-15,8.171910928658026e-10
uniform_h=1.00,40,3,12,20,0.0001,6.373429765620514e-15,6.373429765620513e-11
uniform_h=1.00,40,3,12,20,0.001,7.877967392300475e-15,7.877967392300474e-12
uniform_h=1.00,40,4,2,20,1e-06,0.0,0.0
uniform_h=1.00,40,4,2,20,1e-05,1.5700924586837752e-16,1.5700924586837752e-11
uniform_h=1.00,40,4,2,20,0.0001,2.7755575615628914e-17,2.7755575615628914e-13
uniform_h=1.00,40,4,2,20,0.001,1.3877787807814457e-16,1.3877787807814454e-13
uniform_h=1.00,40,4,4,20,1e-06,0.0,0.0
uniform_h=1.00,40,4,4,20,1e-05,1.4312088958427774e-15,1.4312088958427774e-10
uniform_h=1.00,40,4,4,20,0.0001,0.0,0.0
uniform_h=1.00,40,4,4,20,0.001,1.4312088958427774e-15,1.4312088958427773e-12
uniform_h=1.00,40,4,6,20,1e-06,2.9817711669017217e-15,2.981771166901721e-09
uniform_h=1.00,40,4,6,20,1e-05,0.0,0.0
uniform_h=1.00,40,4,6,20,0.0001,1.7491105925320256e-15,1.7491105925320258e-11
uniform_h=1.00,40,4,6,20,0.001,0.0,0.0
uniform_h=1.00,40,4,8,20,1e-06,1.2792477128406316e-15,1.2792477128406315e-09
uniform_h=1.00,40,4,8,20,1e-05,1.4619386596561695e-15,1.4619386596561696e-10
uniform_h=1.00,40,4,8,20,0.0001,2.99835699740748e-15,2.99835699740748e-11
uniform_h=1.00,40,4,8,20,0.001,3.0775852341571286e-15,3.0775852341571286e-12
uniform_h=1.00,40,4,10,20,1e-06,4.309270996790725e-15,4.309270996790726e-09
uniform_h=1.00,40,4,10,20,1e-05,7.111161151249559e-15,7.111161151249559e-10
uniform_h=1.00,40,4,10,20,0.0001,1.0515394630286765e-14,1.0515394630286764e-10
uniform_h=1.00,40,4,10,20,0.001,6.440812181447082e-15,6.440812181447083e-12
uniform_h=1.00,40,4,12,20,1e-06,2.6232414756450087e-15,2.6232414756450088e-09
uniform_h=1.00,40,4,12,20,1e-05,5.671145082817257e-15,5.671145082817257e-10
uniform_h=1.00,40,4,12,20,0.0001,1.967320211922957e-15,1.9673202119229573e-11
uniform_h=1.00,40,4,12,20,0.001,5.5140984720326876e-15,5.514098472032687e-12
uniform_h=1.00,40,5,2,20,1e-06,3.1401849173675503e-16,3.1401849173675504e-10
uniform_h=1.00,40,5,2,20,1e-05,1.5700924586837752e-16,1.570092458683775e-11
uniform_h=1.00,40,5,2,20,0.0001,3.1401849173675503e-16,3.1401849173675496e-12
uniform_h=1.00,40,5,2,20,0.001,3.1401849173675503e-16,3.14018491736755e-13
uniform_h=1.00,40,5,4,20,1e-06,6.377745716588144e-16,6.377745716588144e-10
uniform_h=1.00,40,5,4,20,1e-05,1.6354606405429e-15,1.6354606405428998e-10
uniform_h=1.00,40,5,4,20,0.0001,6.377745716588144e-16,6.377745716588144e-12
uniform_h=1.00,40,5,4,20,0.001,0.0,0.0
uniform_h=1.00,40,5,6,20,1e-06,0.0,0.0
uniform_h=1.00,40,5,6,20,1e-05,0.0,0.0
uniform_h=1.00,40,5,6,20,0.0001,0.0,0.0
uniform_h=1.00,40,5,6,20,0.001,1.0791905336082864e-14,1.0791905336082864e-11
uniform_h=1.00,40,5,8,20,1e-06,7.729030808323898e-15,7.729030808323898e-09
uniform_h=1.00,40,5,8,20,1e-05,3.806072049726577e-14,3.806072049726576e-09
uniform_h=1.00,40,5,8,20,0.0001,9.544377309104831e-15,9.54437730910483e-11
uniform_h=1.00,40,5,8,20,0.001,8.308148362110449e-16,8.308148362110448e-13
uniform_h=1.00,40,5,10,20,1e-06,0.0,0.0
uniform_h=1.00,40,5,10,20,1e-05,1.2933323916531288e-14,1.2933323916531287e-09
uniform_h=1.00,40,5,10,20,0.0001,1.8071863949836156e-14,1.8071863949836158e-10
uniform_h=1.00,40,5,10,20,0.001,7.266237944590684e-15,7.266237944590684e-12
uniform_h=1.00,40,5,12,20,1e-06,0.0,0.0
uniform_h=1.00,40,5,12,20,1e-05,4.7869260023819973e-14,4.786926002381997e-09
uniform_h=1.00,40,5,12,20,0.0001,0.0,0.0
uniform_h=1.00,40,5,12,20,0.001,3.2086801948753804e-14,3.208680194875381e-11
uniform_h=1.00,40,6,2,20,1e-06,0.0,0.0
uniform_h=1.00,40,6,2,20,1e-05,2.220446049250313e-16,2.2204460492503124e-11
uniform_h=1.00,40,6,2,20,0.0001,4.965068306494546e-16,4.965068306494546e-12
uniform_h=1.00,40,6,2,20,0.001,0.0,0.0
uniform_h=1.00,40,6,4,20,1e-06,0.0,0.0
uniform_h=1.00,40,6,4,20,1e-05,0.0,0.0
uniform_h=1.00,40,6,4,20,0.0001,7.306707997766807e-16,7.306707997766808e-12
uniform_h=1.00,40,6,4,20,0.001,0.0,0.0
uniform_h=1.00,40,6,6,20,1e-06,1.1030571749985592e-14,1.1030571749985592e-08
uniform_h=1.00,40,6,6,20,1e-05,7.364386412590295e-16,7.364386412590295e-11
uniform_h=1.00,40,6,6,20,0.0001,7.037365852926791e-15,7.03736585292679e-11
